# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.04811e-05 to 26.3542 h/Mpc,
# number of wavenumbers equal to 126
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi                   11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime             16:H_T_Nb_prime       17:delta_shift_over_w_Nb    18:t_g                   19:t_b                   20:t_cdm                 21:t_ur                  22:t_ncdm[0]             23:t_ncdm[1]             24:t_ncdm[2]             25:t_tot                 26:shear_ncdm[0]         27:shear_ncdm[1]         28:shear_ncdm[2]         29:cs2_ncdm[0]           30:cs2_ncdm[1]           31:cs2_ncdm[2]           32:l3_ncdm[0]            33:l3_ncdm[1]            34:l3_ncdm[2]         
       1.290832369743e-01      -8.279931922756e-02      -4.273933299862e+02      -4.783834093462e+02      -8.276932557928e-02      -2.381836372835e-01      -2.381836372836e-01      -2.381836372834e-01      -4.641210400266e+02       6.057277475606e-02       6.057277158213e-02       9.567624017186e+02       7.632831507080e-01       1.011888019316e-01      -9.059324477238e-07       6.939441083534e-07      -7.361622928540e-04      -2.748041526372e-06       3.790290193828e-01       3.816388575567e-01      -2.717797346602e-06       2.379925611605e-04       2.379925611449e-04       2.379925611648e-04       3.747216234403e-01       9.809901494479e-04       9.809901494624e-04       9.809901494320e-04       1.674768615177e-01       1.674768615176e-01       1.674768615177e-01       7.418166846571e-03       7.418166846851e-03       7.418166846522e-03 
       1.334263396504e-01      -7.976820846039e-02      -4.414305697872e+02      -4.921224666599e+02      -7.973930741877e-02      -2.323813802081e-01      -2.323813802080e-01      -2.323813802079e-01      -4.777179090967e+02       5.835449560129e-02       5.835449320710e-02       9.842406854760e+02       7.856143086430e-01       9.748161759413e-02      -8.712514720785e-07       6.726015284451e-07      -7.079739559839e-04      -2.642902189269e-06       3.902117287094e-01       3.928045405671e-01      -2.613754399299e-06       1.211010460873e-06       1.211010462994e-06       1.211010456286e-06       3.856970560585e-01       7.998881035376e-04       7.998881034884e-04       7.998881034957e-04       1.670986675847e-01       1.670986675846e-01       1.670986675847e-01       4.107013677792e-03       4.107013677734e-03       4.107013677819e-03 
       1.379075709362e-01      -7.648994683253e-02      -4.511825824550e+02      -5.043092969975e+02      -7.646224672460e-02      -2.200662184463e-01      -2.200662184469e-01      -2.200662184468e-01      -4.893688337313e+02       5.595592230004e-02       5.595591830859e-02       1.008614502745e+03       8.048364811334e-01       9.347768842483e-02      -8.391298128086e-07       6.430708301419e-07      -6.818749526408e-04      -2.545314049861e-06       3.995411586410e-01       4.024157231773e-01      -2.517389420219e-06       1.700821242725e-04       1.700821242733e-04       1.700821242736e-04       3.951026796441e-01       1.313753876002e-03       1.313753876128e-03       1.313753876111e-03       1.657714809482e-01       1.657714809482e-01       1.657714809481e-01       5.352084492057e-03       5.352084492014e-03       5.352084492031e-03 
       1.425330254229e-01      -7.299564739072e-02      -4.563941867526e+02      -5.147267092065e+02      -7.296924163144e-02      -2.113528438118e-01      -2.113528438118e-01      -2.113528438117e-01      -4.988538902199e+02       5.339841372391e-02       5.339841096905e-02       1.029449472775e+03       8.205842777632e-01       8.921169947240e-02      -8.092651455384e-07       6.132182536190e-07      -6.576062641113e-04      -2.454389153854e-06       4.068493642747e-01       4.102897110862e-01      -2.427795427756e-06       1.022273904385e-04       1.022273904290e-04       1.022273904287e-04       4.027559231098e-01       9.691019474181e-04       9.691019474338e-04       9.691019473978e-04       1.659134953666e-01       1.659134953666e-01       1.659134953666e-01       4.038694950018e-03       4.038694950139e-03       4.038694950162e-03 
       1.473088056993e-01      -6.938261415301e-02      -4.578536725533e+02      -5.235714782045e+02      -6.935755314090e-02      -2.002454703333e-01      -2.002454703333e-01      -2.002454703335e-01      -5.064569135304e+02       5.075409806288e-02       5.075409554503e-02       1.047139152173e+03       8.333003910479e-01       8.480246462628e-02      -7.802672805050e-07       5.831786845634e-07      -6.340393655611e-04      -2.366007041488e-06       4.124393584851e-01       4.166478547221e-01      -2.340801863802e-06       1.064679222205e-04       1.064679222060e-04       1.064679221961e-04       4.088891712955e-01       9.866968358674e-04       9.866968358527e-04       9.866968359342e-04       1.660645324248e-01       1.660645324247e-01       1.660645324248e-01       4.094748342824e-03       4.094748342998e-03       4.094748343157e-03 
       1.522410306488e-01      -6.580045140245e-02      -4.574082791070e+02      -5.314892546839e+02      -6.577672248122e-02      -1.904733636743e-01      -1.904733636744e-01      -1.904733636745e-01      -5.129971625887e+02       4.813240736859e-02       4.813240531067e-02       1.062974846689e+03       8.442892127182e-01       8.043073563579e-02      -7.512353407309e-07       5.514049009835e-07      -6.104463846445e-04      -2.277536818032e-06       4.171051953141e-01       4.221423526530e-01      -2.253706087721e-06       3.467755765533e-05       3.467755768112e-05       3.467755767111e-05       4.141638002193e-01       8.716983208772e-04       8.716983209063e-04       8.716983209446e-04       1.658959830072e-01       1.658959830073e-01       1.658959830073e-01       3.819616260276e-03       3.819616259898e-03       3.819616260047e-03 
       1.573358437762e-01      -6.241610356295e-02      -4.576805500845e+02      -5.394921864408e+02      -6.239362485670e-02      -1.804814632844e-01      -1.804814632850e-01      -1.804814632845e-01      -5.197174147621e+02       4.565601453267e-02       4.565601365616e-02       1.078980855957e+03       8.555407166389e-01       7.629946687916e-02      -7.213392378995e-07       5.128263723026e-07      -5.861540702619e-04      -2.186565752497e-06       4.220179594495e-01       4.277681943017e-01      -2.164017767650e-06       5.611714094339e-05       5.611714091859e-05       5.611714095412e-05       4.195857896539e-01       4.368224577532e-04       4.368224579092e-04       4.368224578086e-04       1.653371473406e-01       1.653371473407e-01       1.653371473407e-01       4.700596499891e-03       4.700596500321e-03       4.700596499784e-03 
       1.625994224917e-01      -5.937363244626e-02      -4.614737612374e+02      -5.487416698114e+02      -5.935226395298e-02      -1.682416852593e-01      -1.682416852595e-01      -1.682416852591e-01      -5.280124322907e+02       4.343024182747e-02       4.343024227206e-02       1.097479973255e+03       8.692969592379e-01       7.258320112682e-02      -6.904593438889e-07       4.658555962238e-07      -5.610613270775e-04      -2.092799112341e-06       4.284659253666e-01       4.346464082409e-01      -2.071378058907e-06       7.404660322572e-05       7.404660322294e-05       7.404660325990e-05       4.262814803457e-01      -1.598482052004e-04      -1.598482051810e-04      -1.598482052100e-04       1.653098819282e-01       1.653098819281e-01       1.653098819283e-01       3.609402931924e-03       3.609402932040e-03       3.609402931450e-03 
       1.680379892502e-01      -5.675224690980e-02      -4.709610485628e+02      -5.602212453733e+02      -5.673181805549e-02      -1.609059361665e-01      -1.609059361652e-01      -1.609059361631e-01      -5.390329592474e+02       4.151322624943e-02       4.151322706466e-02       1.120439278536e+03       8.874164810985e-01       6.937861821636e-02      -6.588375740824e-07       4.393571174972e-07      -5.353684863158e-04      -1.996995119032e-06       4.374853304719e-01       4.437062640365e-01      -1.976512712932e-06       2.117767641162e-04       2.117767639353e-04       2.117767636675e-04       4.351814724119e-01      -3.765748248449e-04      -3.765748249813e-04      -3.765748254300e-04       1.646128270874e-01       1.646128270883e-01       1.646128270887e-01       1.341595712262e-03       1.341595714859e-03       1.341595718759e-03 
       1.736578254230e-01      -5.454030211576e-02      -4.868661624955e+02      -5.743799880646e+02      -5.452064986166e-02      -1.559472624284e-01      -1.559472624281e-01      -1.559472624283e-01      -5.532636210327e+02       3.989601654703e-02       3.989601602050e-02       1.148756917247e+03       9.106944289508e-01       6.667146300089e-02      -6.273882741924e-07       4.419258458804e-07      -5.098137231966e-04      -1.901886385426e-06       4.494752445703e-01       4.553453323106e-01      -1.882164797579e-06       3.045854000736e-04       3.045854000718e-04       3.045854000706e-04       4.466753773033e-01       3.139339866180e-04       3.139339866070e-04       3.139339866396e-04       1.654231373110e-01       1.654231373112e-01       1.654231373112e-01      -1.677052268842e-04      -1.677052267969e-04      -1.677052268679e-04 
       1.794652887688e-01      -5.263380645302e-02      -5.079608242926e+02      -5.908853961518e+02      -5.261481297565e-02      -1.520499544640e-01      -1.520499544645e-01      -1.520499544643e-01      -5.702404715251e+02       3.850199816001e-02       3.850199695294e-02       1.181767880350e+03       9.384042983316e-01       6.433542138067e-02      -5.972544844628e-07       4.398515493470e-07      -4.853256074608e-04      -1.810849757877e-06       4.639490190055e-01       4.692003574023e-01      -1.791763453203e-06       1.175640662273e-04       1.175640662205e-04       1.175640662347e-04       4.603856204637e-01       7.342874962636e-04       7.342874964258e-04       7.342874963552e-04       1.654410339386e-01       1.654410339387e-01       1.654410339386e-01       1.616391680756e-03       1.616391680819e-03       1.616391680662e-03 
       1.854668353570e-01      -5.087122914706e-02      -5.312505940069e+02      -6.086887101087e+02      -5.085284423717e-02      -1.451077365037e-01      -1.451077365036e-01      -1.451077365036e-01      -5.886336916129e+02       3.721334981936e-02       3.721334993228e-02       1.217374645129e+03       9.684276653588e-01       6.217582729831e-02      -5.691832577938e-07       4.019599738692e-07      -4.625147765994e-04      -1.726049677441e-06       4.796219326945e-01       4.842121251296e-01      -1.707549837436e-06       7.991969549164e-05       7.991969549672e-05       7.991969548657e-05       4.752404566177e-01      -7.710284775418e-05      -7.710284776771e-05      -7.710284776762e-05       1.645287641126e-01       1.645287641126e-01       1.645287641127e-01       2.105465084009e-03       2.105465084019e-03       2.105465084077e-03 
       1.916690467987e-01      -4.906875589209e-02      -5.525636545446e+02      -6.260929269801e+02      -4.905100453404e-02      -1.415142407828e-01      -1.415142407828e-01      -1.415142407828e-01      -6.063938148662e+02       3.589525022235e-02       3.589524950913e-02       1.252183203024e+03       9.974750808370e-01       5.996941460577e-02      -5.437193844308e-07       4.050737792527e-07      -4.418227677229e-04      -1.649036681044e-06       4.945847082674e-01       4.987359092604e-01      -1.631158074651e-06       1.425090333803e-04       1.425090333821e-04       1.425090333838e-04       4.895828357025e-01       5.163384639823e-04       5.163384639755e-04       5.163384639756e-04       1.654576751326e-01       1.654576751326e-01       1.654576751326e-01       1.192200538476e-03       1.192200538440e-03       1.192200538426e-03 
       1.980786636380e-01      -4.708997995420e-02      -5.680629669660e+02      -6.413850228288e+02      -4.707294133704e-02      -1.346442384179e-01      -1.346442384179e-01      -1.346442384180e-01      -6.215087321540e+02       3.444752652147e-02       3.444752669278e-02       1.282767506189e+03       1.022301904705e+00       5.754992130358e-02      -5.208562208383e-07       3.712080713529e-07      -4.232448413670e-04      -1.579732427361e-06       5.070081852861e-01       5.111493897837e-01      -1.562568718355e-06       5.539945894970e-05       5.539945893739e-05       5.539945893900e-05       5.017849363207e-01      -1.295228995519e-04      -1.295228995370e-04      -1.295228995242e-04       1.644937899217e-01       1.644937899217e-01       1.644937899217e-01       1.809709928711e-03       1.809709928826e-03       1.809709928801e-03 
       2.047026257725e-01      -4.490983400722e-02      -5.761000637260e+02      -6.537322275483e+02      -4.489359503778e-02      -1.299990686460e-01      -1.299990686460e-01      -1.299990686460e-01      -6.330332542587e+02       3.285231021066e-02       3.285230946237e-02       1.307462018082e+03       1.041371446886e+00       5.488726385547e-02      -4.998406838943e-07       3.741738335558e-07      -4.061691101724e-04      -1.515870438389e-06       5.160723481646e-01       5.206842239207e-01      -1.499522032363e-06       1.616156168130e-04       1.616156168163e-04       1.616156168058e-04       5.110864502501e-01       6.603812156153e-04       6.603812156308e-04       6.603812156145e-04       1.650469047021e-01       1.650469047021e-01       1.650469047020e-01       1.203699257863e-03       1.203699257802e-03       1.203699257914e-03 
       2.115481208065e-01      -4.261474564453e-02      -5.780888357129e+02      -6.635355834394e+02      -4.259935558172e-02      -1.226641917764e-01      -1.226641917764e-01      -1.226641917764e-01      -6.415166613039e+02       3.117280103330e-02       3.117280117975e-02       1.327068827341e+03       1.055544523198e+00       5.208557202626e-02      -4.798510157558e-07       3.392594501364e-07      -3.899229390351e-04      -1.455029548459e-06       5.223529847644e-01       5.277708220460e-01      -1.439553039011e-06       2.322704786419e-04       2.322704786400e-04       2.322704786411e-04       5.179304622469e-01      -1.490991297748e-04      -1.490991297755e-04      -1.490991297655e-04       1.647179410458e-01       1.647179410458e-01       1.647179410458e-01       6.584929920286e-04       6.584929920577e-04       6.584929920362e-04 
       2.186226412947e-01      -4.036203991580e-02      -5.782216327149e+02      -6.723672245812e+02      -4.034748202641e-02      -1.202185012291e-01      -1.202185012291e-01      -1.202185012290e-01      -6.489074172593e+02       2.952423863345e-02       2.952423906647e-02       1.344732206448e+03       1.067933892997e+00       4.933529012712e-02      -4.599891019755e-07       3.312948803328e-07      -3.737857647005e-04      -1.394590126983e-06       5.277084844120e-01       5.339655665311e-01      -1.379967343266e-06       3.852413922450e-05       3.852413923482e-05       3.852413921072e-05       5.238909204395e-01      -4.889389512543e-04      -4.889389512619e-04      -4.889389513026e-04       1.676107651272e-01       1.676107651273e-01       1.676107651272e-01       2.529701259881e-03       2.529701259700e-03       2.529701260031e-03 
       2.259340519353e-01      -3.830968238514e-02      -5.818077964122e+02      -6.823619691598e+02      -3.829587477189e-02      -1.166342016561e-01      -1.166342016561e-01      -1.166342016562e-01      -6.577930463348e+02       2.802284021271e-02       2.802284077832e-02       1.364721795348e+03       1.082692118639e+00       4.682878204305e-02      -4.395309438614e-07       3.191452707795e-07      -3.571619240611e-04      -1.332452773573e-06       5.345488964916e-01       5.413447407269e-01      -1.318592823333e-06       1.692059401223e-04       1.692059401223e-04       1.692059401202e-04       5.310634948591e-01      -4.831915773837e-04      -4.831915773653e-04      -4.831915773618e-04       1.674961050620e-01       1.674961050620e-01       1.674961050620e-01       9.996549236257e-04       9.996549236222e-04       9.996549236430e-04 
       2.334906679206e-01      -3.654756679619e-02      -5.927753881133e+02      -6.952531999092e+02      -3.653439236967e-02      -1.117504220431e-01      -1.117504220432e-01      -1.117504220438e-01      -6.702164173604e+02       2.673389711253e-02       2.673389837025e-02       1.390504357921e+03       1.103115140946e+00       4.467443064780e-02      -4.188041944542e-07       2.944663175280e-07      -3.403162503765e-04      -1.269638711003e-06       5.447237206256e-01       5.515563140603e-01      -1.256412580998e-06       4.408630371894e-05       4.408630375893e-05       4.408630370151e-05       5.410938262600e-01      -1.237987380562e-03      -1.237987380501e-03      -1.237987380259e-03       1.695029161853e-01       1.695029161854e-01       1.695029161856e-01       3.554712715258e-05       3.554712679695e-05       3.554712731235e-05 
       2.413013458677e-01      -3.505440888848e-02      -6.114797964285e+02      -7.114489994685e+02      -3.504176128817e-02      -1.028039843942e-01      -1.028039843942e-01      -1.028039843942e-01      -6.865720297253e+02       2.564205888994e-02       2.564205824228e-02       1.422896056768e+03       1.129865124034e+00       4.284729945644e-02      -3.983487296804e-07       2.976734814915e-07      -3.236947900758e-04      -1.207753791939e-06       5.585129140501e-01       5.649313669706e-01      -1.195046167340e-06       5.068977707938e-05       5.068977707466e-05       5.068977707069e-05       5.543029378680e-01       6.239021656496e-04       6.239021656310e-04       6.239021656338e-04       1.638083736069e-01       1.638083736069e-01       1.638083736069e-01       1.405511328735e-03       1.405511328767e-03       1.405511328791e-03 
       2.493755890619e-01      -3.371081317512e-02      -6.341263785985e+02      -7.296475916571e+02      -3.369863670819e-02      -9.969689919359e-02      -9.969689919365e-02      -9.969689919364e-02      -7.051975375075e+02       2.465977979594e-02       2.465977956091e-02       1.459293335345e+03       1.160298613818e+00       4.120283037605e-02      -3.790253691117e-07       2.821322566799e-07      -3.079948088246e-04      -1.149322664793e-06       5.742947628098e-01       5.801481698331e-01      -1.137076059199e-06       2.955403982758e-04       2.955403982734e-04       2.955403982711e-04       5.693470756390e-01       2.255283154773e-04       2.255283154990e-04       2.255283154881e-04       1.643238478264e-01       1.643238478264e-01       1.643238478263e-01      -3.291239343124e-04      -3.291239343102e-04      -3.291239343122e-04 
       2.577236691633e-01      -3.236313676512e-02      -6.545569185921e+02      -7.473779903384e+02      -3.235143906888e-02      -9.318184837384e-02      -9.318184837374e-02      -9.318184837382e-02      -7.230959088021e+02       2.367410594621e-02       2.367410602223e-02       1.494754218114e+03       1.189608193074e+00       3.955405470085e-02      -3.615090487836e-07       2.568336059712e-07      -2.937604845325e-04      -1.096299491679e-06       5.892705083010e-01       5.948030120098e-01      -1.084527090056e-06       2.876447737690e-04       2.876447737650e-04       2.876447737508e-04       5.837998427057e-01      -7.303855777653e-05      -7.303855779565e-05      -7.303855778308e-05       1.637704699154e-01       1.637704699154e-01       1.637704699154e-01      -2.168740279983e-04      -2.168740279949e-04      -2.168740278699e-04 
       2.663567670950e-01      -3.091012841309e-02      -6.678672691122e+02      -7.624204392061e+02      -3.089895701275e-02      -8.818898909220e-02      -8.818898909204e-02      -8.818898909222e-02      -7.376702316547e+02       2.261106869793e-02       2.261106875827e-02       1.524839193449e+03       1.213602184146e+00       3.777817360233e-02      -3.455932402877e-07       2.415790081326e-07      -2.808272886396e-04      -1.048021513648e-06       6.010919184975e-01       6.068000552931e-01      -1.036779724481e-06       2.362934027055e-04       2.362934027016e-04       2.362934027019e-04       5.955648129016e-01      -9.871317212826e-05      -9.871317217650e-05      -9.871317214873e-05       1.634245776346e-01       1.634245776345e-01       1.634245776345e-01      -1.272580024815e-03      -1.272580024856e-03      -1.272580024838e-03 
       2.752871365863e-01      -2.936347030680e-02      -6.737963484372e+02      -7.743506568503e+02      -2.935286578086e-02      -8.405445181344e-02      -8.405445181340e-02      -8.405445181339e-02      -7.485267805440e+02       2.147938365631e-02       2.147938373864e-02       1.548699701822e+03       1.231614942052e+00       3.588915090306e-02      -3.306030442554e-07       2.305935201368e-07      -2.686464518573e-04      -1.002473277392e-06       6.094932932247e-01       6.158064792170e-01      -9.918090822082e-07       2.389638204616e-04       2.389638204674e-04       2.389638204567e-04       6.043257698792e-01      -1.077325988060e-04      -1.077325988278e-04      -1.077325988460e-04       1.640952980766e-01       1.640952980765e-01       1.640952980765e-01      -8.995865430995e-04      -8.995865431365e-04      -8.995865430617e-04 
       2.845282948433e-01      -2.783360395930e-02      -6.772673406813e+02      -7.850134030221e+02      -2.782356035348e-02      -8.063642398779e-02      -8.063642398779e-02      -8.063642398778e-02      -7.579524267066e+02       2.035997975317e-02       2.035997957851e-02       1.570025266058e+03       1.247298445224e+00       3.402069227064e-02      -3.158577827041e-07       2.294741866152e-07      -2.566643648584e-04      -9.576657796210e-07       6.166609457047e-01       6.236482750387e-01      -9.475732911150e-07       1.530499008120e-04       1.530499008077e-04       1.530499008129e-04       6.119308526645e-01       3.187765483591e-04       3.187765483639e-04       3.187765483655e-04       1.646377627225e-01       1.646377627225e-01       1.646377627225e-01      -8.624667635923e-04      -8.624667635576e-04      -8.624667636044e-04 
