# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.06204e-05 to 11.102 h/Mpc,
# number of wavenumbers equal to 616
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:d_cb                  11:phi                   12:psi                   13:h                     14:h_prime               15:eta                   16:eta_prime             17:H_T_Nb_prime          18:k2gamma_Nb            19:t_g                   20:t_b                   21:t_cdm                 22:t_cb                  23:t_ur                  24:t_ncdm[0]             25:t_ncdm[1]             26:t_ncdm[2]             27:t_tot              
       5.958273219739e-01      -8.182088156144e-03      -9.215261453000e+02      -1.069597819447e+03      -8.178958075295e-03      -1.805527517858e+00      -1.805527517858e+00      -1.805527517858e+00      -9.943647204314e+02      -1.046690143218e+03       6.295992243237e-03       6.295991988450e-03       2.139195414290e+03       1.680421592048e+00       1.058467010218e-02      -2.873111796823e-07       6.666504967806e-07      -5.100245018843e-10      -1.985067315092e-07       8.309307381149e-01       8.402106007407e-01       1.678984883809e+00      -1.952830422077e-07       3.027092540115e-03       3.027092540115e-03       3.027092540116e-03       7.949457417152e-01 
       5.990455511163e-01      -8.114839820186e-03      -9.236631555439e+02      -1.072087067483e+03      -8.111736082205e-03      -1.792354111490e+00      -1.792354111490e+00      -1.792354111490e+00      -9.966770056188e+02      -1.049124897483e+03       6.243010236581e-03       6.243009970605e-03       2.144173909829e+03       1.684330200241e+00       1.049560056213e-02      -2.849067114581e-07       6.649942723974e-07      -5.064013606324e-10      -1.929224181375e-07       8.328622722461e-01       8.421649103947e-01       1.682889981261e+00      -1.897258619763e-07       2.989548607085e-03       2.989548607085e-03       2.989548607085e-03       7.967926570118e-01 
       6.022637803559e-01      -8.048411235930e-03      -9.257724108846e+02      -1.074556742748e+03      -8.045333522327e-03      -1.776886153697e+00      -1.776886153697e+00      -1.776886153697e+00      -9.989693961726e+02      -1.051538813156e+03       6.190674807178e-03       6.190674568391e-03       2.149113259828e+03       1.688205668977e+00       1.040761918661e-02      -2.825363330405e-07       6.556229605635e-07      -5.026618574806e-10      -1.951557870264e-07       8.347763548657e-01       8.441026425026e-01       1.686761796129e+00      -1.919860386142e-07       2.939280328933e-03       2.939280328935e-03       2.939280328932e-03       7.986231822534e-01 
       6.054820096913e-01      -7.982790604020e-03      -9.278577848582e+02      -1.077008255295e+03      -7.979738595803e-03      -1.764520143689e+00      -1.764520143689e+00      -1.764520143689e+00      -1.001243827235e+03      -1.053933681419e+03       6.138986250921e-03       6.138986003942e-03       2.154016284415e+03       1.692050783636e+00       1.032072522756e-02      -2.801669137819e-07       6.529958727492e-07      -4.987036231706e-10      -1.906481352208e-07       8.366746909832e-01       8.460252043132e-01       1.690603174516e+00      -1.875048685643e-07       2.994324076291e-03       2.994324076293e-03       2.994324076292e-03       8.004438203254e-01 
       6.087002391209e-01      -7.918015099082e-03      -9.299237553217e+02      -1.079443107430e+03      -7.914988476286e-03      -1.751088056196e+00      -1.751088056196e+00      -1.751088056196e+00      -1.003501982733e+03      -1.056311464881e+03       6.087943091376e-03       6.087942853214e-03       2.158885988144e+03       1.695868601619e+00       1.023491672433e-02      -2.778752728515e-07       6.466826187696e-07      -4.945407167620e-10      -1.900603135380e-07       8.385591262068e-01       8.479341138661e-01       1.694417213608e+00      -1.869431997749e-07       2.871880272736e-03       2.871880272736e-03       2.871880272736e-03       8.022437797839e-01 
       6.119184686431e-01      -7.854040361107e-03      -9.319754481854e+02      -1.081863482704e+03      -7.851038801041e-03      -1.736425932719e+00      -1.736425932719e+00      -1.736425932718e+00      -1.005746362200e+03      -1.058674802332e+03       6.037548590329e-03       6.037548360924e-03       2.163726738191e+03       1.699663244872e+00       1.015019890663e-02      -2.755684024726e-07       6.404163344336e-07      -4.904052409967e-10      -1.893801663039e-07       8.404320535842e-01       8.498314361472e-01       1.698208090397e+00      -1.862888729765e-07       2.915294471746e-03       2.915294471746e-03       2.915294471656e-03       8.040399713489e-01 
       6.151366982567e-01      -7.790916214053e-03      -9.340182984269e+02      -1.084271934624e+03      -7.787939390555e-03      -1.722791377991e+00      -1.722791377991e+00      -1.722791377991e+00      -1.007979912521e+03      -1.061026693026e+03       5.987808347307e-03       5.987808112564e-03       2.168543641508e+03       1.703439432738e+00       1.006658054349e-02      -2.733199590060e-07       6.372380081111e-07      -4.864736835392e-10      -1.857876785784e-07       8.422961365917e-01       8.517195336474e-01       1.701980573388e+00      -1.827218689399e-07       2.849358292375e-03       2.849358292376e-03       2.849358292376e-03       8.058227302628e-01 
       6.183549279600e-01      -7.728614725451e-03      -9.360569001187e+02      -1.086670496510e+03      -7.725662310881e-03      -1.708937216978e+00      -1.708937216978e+00      -1.708937216977e+00      -1.010204887521e+03      -1.063369566472e+03       5.938723399440e-03       5.938723184979e-03       2.173340764780e+03       1.707200986083e+00       9.984063438907e-03      -2.710765837440e-07       6.287945740732e-07      -4.825721282764e-10      -1.874758422885e-07       8.441535297709e-01       8.536003086065e-01       1.705738514446e+00      -1.844351772583e-07       2.876877050319e-03       2.876877050319e-03       2.876877050321e-03       8.076026992655e-01 
       6.215731577517e-01      -7.667155313054e-03      -9.380948554669e+02      -1.089060861734e+03      -7.664226979857e-03      -1.698201501554e+00      -1.698201501554e+00      -1.698201501554e+00      -1.012423320861e+03      -1.065705411333e+03       5.890293299294e-03       5.890293072617e-03       2.178121494725e+03       1.710951045811e+00       9.902646141665e-03      -2.688685583783e-07       6.274210632353e-07      -4.789165918510e-10      -1.822004714859e-07       8.460060036103e-01       8.554753437209e-01       1.709485095683e+00      -1.791846118112e-07       2.878322041278e-03       2.878322041278e-03       2.878322041277e-03       8.093762190693e-01 
       6.247913876306e-01      -7.606545538632e-03      -9.401354278683e+02      -1.091445122340e+03      -7.603640958952e-03      -1.684056780367e+00      -1.684056780367e+00      -1.684056780367e+00      -1.014637089370e+03      -1.068036500862e+03       5.842516464816e-03       5.842516255077e-03       2.182890015410e+03       1.714693224169e+00       9.822327059407e-03      -2.667199490266e-07       6.200601324510e-07      -4.754205907328e-10      -1.830911094288e-07       8.478554469980e-01       8.573464319846e-01       1.713223930977e+00      -1.800997146273e-07       2.761672048840e-03       2.761672048839e-03       2.761672048838e-03       8.111410056298e-01 
